Destination,Condition,Hotel_Rating,Price
Munnar,Clouds,1,2660
Tirupati,Fog,2,2240
Alleppey,Rain,1,1740
Nainital,Rain,3,3910
Mathura & Vrindavan,Clear,2,1850
Statue of Unity (Kevadia),Clear,1,1490
Varanasi,Clear,4,2420
Kanyakumari,Clouds,1,1590
Mysuru,Clear,4,2500
Mathura & Vrindavan,Clear,5,3290
Visakhapatnam,Clear,1,1570
Chennai,Clear,4,5410
Mumbai,Rain,5,3760
Goa,Clear,5,5910
Somnath,Clear,2,2170
Shirdi,Clear,5,4090
Goa,Storm,2,3640
Thiruvananthapuram,Rain,4,2860
Udaipur,Rain,5,6550
Jaipur,Clouds,2,3200
Thiruvananthapuram,Rain,2,2050
Coorg,Rain,5,3840
Manali,Clear,4,4290
Srinagar,Clear,3,2000
Jodhpur,Clear,3,3350
Agra,Clear,5,5560
Vijayawada,Clear,2,1820
Goa,Heavy Rain,1,2860
Tirupati,Clear,3,2540
Jaipur,Clear,2,3280
Mysuru,Clear,2,1880
Jaisalmer,Clear,3,3470
Delhi,Clear,4,5940
Jaisalmer,Clear,1,2540
Manali,Heavy Snow,5,5130
Pushkar,Clear,1,1490
Nashik,Clear,5,3150
Kodaikanal,Clear,3,3430
Vijayawada,Clear,4,2600
Prayagraj,Heavy Rain,3,2600
Shirdi,Rain,4,3270
Nashik,Rain,5,3690
Dharamshala,Fog,3,1880
Visakhapatnam,Clear,1,1450
Udaipur,Storm,4,4940
Prayagraj,Clear,4,2890
Pune,Clear,3,1910
Mumbai,Clear,3,2000
Ayodhya,Rain,4,3310
Tirupati,Storm,5,4770
Kolkata,Clear,5,7020
Aurangabad,Clear,4,2560
Visakhapatnam,Rain,4,2720
Jaipur,Clouds,4,4580
Mathura & Vrindavan,Clear,4,2640
Vaishno Devi (Katra),Clear,1,1570
Kodaikanal,Clear,1,2260
Prayagraj,Clear,3,2400
Prayagraj,Clear,2,2330
Nashik,Clouds,4,2510
Lucknow,Clear,5,3360
Somnath,Heavy Rain,3,2730
Thiruvananthapuram,Clouds,1,1640
Shirdi,Clear,5,3860
Udaipur,Clear,4,4460
Dharamshala,Clear,4,2580
Kolkata,Storm,5,8340
Coorg,Clear,2,1740
Dharamshala,Clear,4,2620
Bengaluru,Clouds,5,7220
Pune,Rain,3,2290
Vijayawada,Clear,5,3390
Madurai,Clear,5,3260
Jaipur,Heavy Rain,1,3260
Jodhpur,Clear,5,5360
Prayagraj,Clear,2,2260
Vaishno Devi (Katra),Fog,5,3170
Tirupati,Clouds,4,3150
Mathura & Vrindavan,Clear,4,2630
Thiruvananthapuram,Fog,2,1690
Udaipur,Clear,4,4350
Coorg,Clear,4,2660
Kanyakumari,Clouds,2,1860
Hampi,Clear,1,2500
Amritsar,Clouds,5,6160
Chennai,Clear,1,3580
Jaipur,Rain,5,6310
Munnar,Clear,3,3090
Mumbai,Rain,5,3500
Hampi,Clear,1,2770
Nashik,Fog,5,3380
Jaisalmer,Clouds,2,3280
Jodhpur,Clear,2,3330
Mathura & Vrindavan,Clouds,2,1970
Hampi,Clear,1,2760
Alleppey,Storm,1,1770
Aurangabad,Fog,2,1740
Nashik,Clear,4,2490
Alleppey,Clouds,1,1650
Dharamshala,Rain,2,2070
Amritsar,Clear,2,3110
Kochi,Clouds,3,2110
Alleppey,Rain,2,2010
Amritsar,Clear,2,3180
Kolkata,Clear,1,3470
Shimla,Clear,5,3410
Statue of Unity (Kevadia),Rain,1,1810
Kochi,Rain,4,2710
Mathura & Vrindavan,Clear,2,1940
Rishikesh & Haridwar,Snow,3,2350
Nashik,Rain,3,2460
Visakhapatnam,Clear,2,1890
Mumbai,Clear,2,1880
Pushkar,Clear,5,3070
Kodaikanal,Clouds,3,3170
Kolkata,Clear,1,3470
Vijayawada,Storm,1,1730
Kochi,Clouds,1,1560
Pune,Clear,3,1930
Agra,Heavy Rain,4,4850
Dharamshala,Fog,5,3130
Ajmer,Clear,3,3430
Tirupati,Fog,2,2310
Pushkar,Clear,3,2050
Ahmedabad,Fog,4,2390
Darjeeling,Clouds,3,2060
Dwarka,Rain,3,2770
Manali,Snow,4,3820
Dwarka,Clouds,1,1960
Vaishno Devi (Katra),Rain,3,2170
Darjeeling,Snow,3,1940
Mysuru,Clear,5,3190
Nainital,Heavy Snow,4,3900
Varanasi,Clear,1,1580
Bengaluru,Storm,3,5460
Rishikesh & Haridwar,Clear,5,3850
Shimla,Snow,5,3010
Visakhapatnam,Clear,5,3270
Manali,Fog,4,4280
Nainital,Clear,5,5060
Kochi,Fog,1,1420
Pune,Rain,2,2100
Shirdi,Clear,1,1890
Lucknow,Clouds,4,2650
Vaishno Devi (Katra),Clear,2,1820
Ooty,Rain,1,2760
Delhi,Clear,3,4450
Aurangabad,Clouds,2,1850
Rameswaram,Clouds,3,2250
Coorg,Rain,3,2160
Udaipur,Clear,3,3530
Bengaluru,Clear,4,5470
Thiruvananthapuram,Rain,3,2210
Rameswaram,Rain,2,2020
Bengaluru,Rain,3,5700
Nainital,Clear,1,2520
Coorg,Clear,3,2020
Manali,Clear,5,5240
Lucknow,Clear,2,1880
Pushkar,Storm,4,2900
Dharamshala,Clear,4,2470
Goa,Clouds,1,2930
Kolkata,Rain,5,9300
Nashik,Clouds,4,2640
Hampi,Clouds,5,6140
Jaisalmer,Clear,2,3300
Jaipur,Clear,3,3430
Nashik,Clear,4,2380
Rameswaram,Clouds,1,1570
Darjeeling,Rain,5,3640
Ahmedabad,Clear,4,2500
Ayodhya,Clear,3,2400
Kodaikanal,Rain,1,2620
Tirupati,Rain,3,2870
Kochi,Clouds,5,3600
Manali,Clear,4,3920
Varanasi,Clear,2,1750
Nashik,Fog,5,3280
Madurai,Clouds,1,1540
Chennai,Clouds,1,3470
Alleppey,Rain,1,1780
Rishikesh & Haridwar,Clear,4,2940
Somnath,Clear,1,1810
Madurai,Clear,1,1570
Vijayawada,Clouds,3,2080
Shimla,Rain,2,2190
Nashik,Storm,1,1810
Statue of Unity (Kevadia),Clear,5,3340
Rameswaram,Rain,2,2120
Madurai,Clear,1,1500
Mysuru,Clear,4,2580
Varanasi,Clouds,2,1900
Srinagar,Rain,3,2200
Ahmedabad,Rain,5,3610
Jaipur,Heavy Rain,4,5140
Jodhpur,Storm,2,3790
Vijayawada,Rain,5,3840
Pushkar,Storm,2,2170
Aurangabad,Rain,3,2200
Madurai,Clear,4,2570
Amritsar,Rain,2,3900
Jaipur,Clear,1,2830
Shirdi,Heavy Rain,4,3270
Mumbai,Clear,4,2620
Hampi,Clear,3,3570
Amritsar,Clear,1,2500
Dharamshala,Snow,1,1420
Statue of Unity (Kevadia),Clouds,3,2220
Kodaikanal,Rain,5,5900
Somnath,Clear,5,3770
Thiruvananthapuram,Clear,1,1540
Rishikesh & Haridwar,Clear,3,2590
Shimla,Clear,2,1860
Lucknow,Clear,2,1760
Kodaikanal,Rain,4,4470
Thiruvananthapuram,Rain,1,1860
Bengaluru,Clear,5,6930
Goa,Fog,4,4270
Ayodhya,Clear,2,2030
Mumbai,Rain,3,2220
Varanasi,Clouds,3,2150
Vijayawada,Clear,4,2500
Kochi,Clouds,3,2030
Rishikesh & Haridwar,Clear,3,2490
Jaisalmer,Clear,5,5360
Vaishno Devi (Katra),Clouds,2,1930
Coorg,Clouds,5,3350
Agra,Clear,3,3640
Agra,Rain,1,3120
Pushkar,Clear,1,1470
Rishikesh & Haridwar,Clear,3,2340
Shimla,Fog,5,3410
Udaipur,Rain,4,5010
Coorg,Rain,3,2300
Pune,Rain,2,1980
Alleppey,Clear,5,3410
Nashik,Clear,3,1910
Chennai,Clouds,1,3700
Jodhpur,Clear,2,2990
Varanasi,Fog,2,1800
Chennai,Clouds,4,6190
Vaishno Devi (Katra),Fog,2,1830
Somnath,Clear,2,2210
Munnar,Clear,1,2260
Agra,Storm,5,6940
Mysuru,Clear,5,3450
Mathura & Vrindavan,Fog,5,3190
Lucknow,Fog,4,2510
Ahmedabad,Clear,5,3230
Vijayawada,Clear,4,2510
Lucknow,Heavy Rain,2,2230
Dwarka,Clear,4,3070
Nainital,Heavy Snow,5,4900
Ooty,Rain,4,4820
Mathura & Vrindavan,Clouds,1,1680
Madurai,Clear,5,3280
Kochi,Clear,3,1930
Kanyakumari,Storm,1,1700
Kochi,Rain,1,1800
Ajmer,Clear,5,5840
Mumbai,Clear,1,1490
Vijayawada,Storm,1,1730
Tirupati,Clear,5,3920
Pushkar,Clear,4,2410
Mumbai,Rain,4,2970
Srinagar,Clear,2,1930
Nainital,Clear,1,2460
Coorg,Clear,2,1830
Tirupati,Fog,2,2300
Ajmer,Clear,3,3540
Nainital,Clear,5,5380
Chennai,Clear,5,6840
Nainital,Rain,1,2850
Thiruvananthapuram,Storm,2,2300
Jaisalmer,Clouds,3,3930
Vaishno Devi (Katra),Fog,2,1940
Munnar,Clear,2,2820
Jaisalmer,Clear,4,4430
Goa,Clouds,1,2810
Prayagraj,Clouds,3,2430
Rishikesh & Haridwar,Clear,2,2140
Vaishno Devi (Katra),Clear,1,1600
Somnath,Clear,2,2220
Kolkata,Clear,1,3470
Dharamshala,Heavy Snow,4,2480
Kochi,Heavy Rain,3,2480
Statue of Unity (Kevadia),Rain,4,2750
Tirupati,Clear,5,3770
Goa,Clear,3,3630
Alleppey,Heavy Rain,4,2860
Jodhpur,Clear,2,3100
Mysuru,Clear,5,3090
Shimla,Clear,4,2590
Pushkar,Clear,4,2630
Coorg,Clear,3,2120
Alleppey,Clear,1,1500
Delhi,Clear,2,4360
Rishikesh & Haridwar,Clouds,4,3150
Varanasi,Rain,3,2170
Pune,Clear,1,1440
Udaipur,Rain,4,4780
Kochi,Clear,1,1450
Kochi,Heavy Rain,4,2920
Rameswaram,Fog,2,1800
Tirupati,Clouds,2,2220
Ajmer,Clear,3,3740
Ahmedabad,Heavy Rain,2,1950
Jaisalmer,Clear,5,5450
Rishikesh & Haridwar,Clear,4,3120
Manali,Clear,2,3090
Somnath,Clear,2,2240
Kodaikanal,Clear,1,2480
Lucknow,Clear,4,2520
Ajmer,Clear,5,5310
Dharamshala,Rain,5,3800
Jaisalmer,Clear,2,3210
Visakhapatnam,Rain,4,3020
Mysuru,Clear,5,3400
Kanyakumari,Fog,1,1580
Tirupati,Clear,4,2930
Kolkata,Rain,4,6750
Varanasi,Clear,5,3270
Nainital,Clouds,2,2900
Jaipur,Rain,3,3920
Kochi,Rain,5,3840
Kochi,Rain,2,1990
Shirdi,Clear,5,3850
Mathura & Vrindavan,Clear,5,3410
Dharamshala,Fog,1,1540
Mumbai,Clear,3,2140
Nainital,Clouds,3,3490
Somnath,Clear,3,2410
Ahmedabad,Clear,1,1470
Bengaluru,Clear,3,4700
Somnath,Clouds,2,2330
Rameswaram,Rain,4,2970
Ayodhya,Fog,5,3710
Agra,Clear,3,3450
Visakhapatnam,Rain,3,2280
Darjeeling,Clear,4,2640
Aurangabad,Rain,1,1730
Kodaikanal,Clear,3,3350
Ajmer,Fog,3,3440
Hampi,Clear,2,3090
Statue of Unity (Kevadia),Clouds,5,3190
Ayodhya,Clear,1,1800
Vaishno Devi (Katra),Clear,5,3440
Pune,Clear,4,2430
Kanyakumari,Clouds,3,2110
Jodhpur,Clear,1,2520
Ayodhya,Clouds,3,2470
Coorg,Clear,5,3350
Ajmer,Rain,2,3800
Rishikesh & Haridwar,Clear,3,2450
Munnar,Clear,4,3810
Mysuru,Heavy Rain,2,2030
Chennai,Clear,4,5460
Srinagar,Clear,3,2090
Kanyakumari,Heavy Rain,4,2700
Manali,Heavy Snow,4,3900
Jodhpur,Clear,2,3070
Mysuru,Rain,1,1770
Rishikesh & Haridwar,Rain,5,4470
Nashik,Rain,1,1710
Agra,Clear,2,3140
Jaipur,Storm,5,6470
Goa,Fog,1,2730
Ooty,Rain,2,3260
Jodhpur,Clear,3,3720
Manali,Clouds,1,2620
Prayagraj,Rain,5,4260
Kanyakumari,Rain,3,2360
Udaipur,Clouds,5,6310
Thiruvananthapuram,Clouds,3,2250
Somnath,Clear,2,2080
Goa,Clear,3,3560
Dwarka,Clear,4,3090
Kanyakumari,Fog,1,1480
Munnar,Clear,1,2490
Goa,Storm,2,3850
Mysuru,Fog,5,3200
Amritsar,Clear,3,3450
Dwarka,Rain,5,4210
Goa,Heavy Rain,5,6780
Goa,Clouds,1,2690
Kanyakumari,Rain,3,2430
Somnath,Clouds,2,2390
Pushkar,Clear,3,2110
Thiruvananthapuram,Clear,1,1470
Amritsar,Rain,4,5200
Kanyakumari,Clear,3,2070
Jaipur,Clear,5,5340
Kochi,Fog,4,2540
Kolkata,Clear,4,5750
Ajmer,Clear,2,3070
Kolkata,Rain,4,6720
Munnar,Clouds,4,4090
Vijayawada,Clear,2,1740
Visakhapatnam,Clouds,3,2090
Prayagraj,Heavy Rain,5,4560
Thiruvananthapuram,Rain,3,2170
Kanyakumari,Clear,5,3300
Srinagar,Clouds,3,2120
Jodhpur,Clear,4,4130
Prayagraj,Clear,4,3120
Kolkata,Clouds,2,4360
Hampi,Clear,5,5440
Srinagar,Clouds,1,1580
Pushkar,Clear,3,1950
Kanyakumari,Rain,3,2420
Pushkar,Clouds,2,1880
Prayagraj,Clear,3,2420
Chennai,Rain,4,7010
Rishikesh & Haridwar,Clear,2,2230
Mumbai,Clear,5,3360
Ajmer,Heavy Rain,4,4890
Kodaikanal,Rain,1,2900
Srinagar,Clear,3,1940
Statue of Unity (Kevadia),Rain,1,1660
Manali,Snow,2,2880
Nainital,Clouds,4,4450
Aurangabad,Clear,1,1420
Nainital,Rain,3,3700
Mumbai,Clouds,5,3560
Chennai,Rain,2,4780
Jaipur,Clear,4,4220
Manali,Clear,4,4120
Coorg,Rain,1,1690
Mysuru,Clouds,1,1600
Jodhpur,Clouds,2,3550
Prayagraj,Clear,5,3970
Rameswaram,Clouds,1,1680
Manali,Rain,2,3420
Tirupati,Clouds,5,3940
Kodaikanal,Clear,1,2330
Mumbai,Clear,2,1910
Ayodhya,Clear,5,3620
Alleppey,Rain,4,2750
Mathura & Vrindavan,Fog,2,1930
Visakhapatnam,Clear,1,1540
Statue of Unity (Kevadia),Rain,4,3040
Varanasi,Clear,5,3020
Dwarka,Fog,5,3770
Ahmedabad,Rain,1,1730
Vijayawada,Rain,2,2140
Alleppey,Clear,1,1510
Coorg,Fog,4,2580
Madurai,Rain,5,3890
Ooty,Clouds,1,2480
Pushkar,Clear,5,3260
Dwarka,Clear,3,2420
Mumbai,Clouds,3,2010
Tirupati,Clear,5,4110
Hampi,Fog,3,3680
Ahmedabad,Clear,5,3180
Mathura & Vrindavan,Clear,3,1960
Rameswaram,Clear,1,1580
Rishikesh & Haridwar,Rain,1,2220
Madurai,Clear,4,2540
Hampi,Clear,2,3320
Somnath,Heavy Rain,2,2450
Srinagar,Clouds,2,1900
Rameswaram,Rain,5,3680
Ajmer,Rain,4,5160
Ooty,Rain,3,3640
Amritsar,Rain,1,2910
Ayodhya,Clouds,2,2280
Thiruvananthapuram,Rain,5,3490
Rishikesh & Haridwar,Clouds,4,3280
Thiruvananthapuram,Storm,4,3050
Hampi,Rain,3,4320
Chennai,Clouds,2,4450
Ayodhya,Rain,2,2430
Jodhpur,Clear,3,3550
Kochi,Rain,5,3590
Lucknow,Clear,5,3300
Delhi,Rain,1,4270
Ahmedabad,Clouds,2,1940
Mathura & Vrindavan,Rain,2,2000
Mumbai,Rain,3,2290
Munnar,Rain,4,4920
Amritsar,Clear,1,2800
Pune,Heavy Rain,2,2100
Bengaluru,Clear,5,7360
Shirdi,Clear,5,3790
Nashik,Clear,1,1420
Bengaluru,Clear,2,3870
Kanyakumari,Clear,1,1570
Rishikesh & Haridwar,Rain,2,2390
Ayodhya,Clear,1,1710
Agra,Clear,5,5930
Statue of Unity (Kevadia),Clear,4,2410
Udaipur,Rain,2,3630
Vaishno Devi (Katra),Rain,1,1760
Ayodhya,Clouds,2,2290
Shirdi,Rain,3,2890
Kolkata,Fog,4,5800
Jaipur,Rain,5,6160
Darjeeling,Clear,1,1490
Nainital,Clear,1,2550
Shirdi,Fog,4,2840
Amritsar,Clouds,2,3270
Jaisalmer,Clear,2,3400
Lucknow,Clear,4,2630
Rameswaram,Clouds,4,2560
Coorg,Clear,5,3270
Lucknow,Clear,1,1510
Nashik,Clear,2,1760
Dharamshala,Rain,5,3970
Kodaikanal,Clear,3,3410
Statue of Unity (Kevadia),Clear,4,2530
Alleppey,Clear,4,2510
Visakhapatnam,Clouds,5,3590
Aurangabad,Heavy Rain,1,1730
Nainital,Fog,3,3050
Nashik,Clear,1,1620
Amritsar,Clear,3,3340
Kochi,Rain,3,2360
Srinagar,Clouds,5,3410
Kodaikanal,Clear,1,2380
Dharamshala,Rain,4,2810
Jodhpur,Clouds,2,3380
Vijayawada,Clear,4,2450
Nashik,Rain,2,2090
Jodhpur,Clear,3,3560
Shimla,Clear,1,1430
Vijayawada,Clouds,5,3620
Rameswaram,Clouds,4,2750
Somnath,Clear,5,3620
Dharamshala,Clouds,2,1890
Tirupati,Clear,3,2440
Nashik,Storm,3,2370
Rameswaram,Rain,2,2120
Nainital,Clear,3,3210
Ayodhya,Fog,4,3120
Prayagraj,Clear,5,3730
Mysuru,Clear,3,1950
Pune,Clear,3,1930
Kanyakumari,Clouds,3,2070
Chennai,Clouds,3,5090
Somnath,Clear,4,2960
Mumbai,Clouds,3,2000
Agra,Rain,5,6780
Ahmedabad,Clear,5,3420
Darjeeling,Clear,4,2560
Goa,Rain,5,6400
Chennai,Clear,4,5790
Thiruvananthapuram,Rain,1,1790
Vijayawada,Clear,1,1480
Ayodhya,Clear,1,1900
Somnath,Clear,4,3120
Nainital,Clear,1,2570
Manali,Clear,5,4970
Nashik,Clear,2,1800
Manali,Clouds,1,2710
Alleppey,Rain,2,2200
Thiruvananthapuram,Clear,3,1890
Coorg,Rain,5,3880
Chennai,Clouds,4,6080
Alleppey,Heavy Rain,1,1850
Chennai,Clear,2,3850
Manali,Clear,3,3440
Alleppey,Clear,2,1710
Ajmer,Rain,1,2940
Pune,Rain,4,2750
Goa,Clear,5,5600
Delhi,Clouds,4,6320
Darjeeling,Clouds,2,1920
Pushkar,Clear,3,2010
Kanyakumari,Fog,1,1570
Ayodhya,Clear,1,1810
Darjeeling,Snow,4,2580
Mumbai,Clouds,3,2190
Pune,Fog,4,2420
Nashik,Clear,1,1550
Coorg,Clear,2,1900
Mysuru,Clear,5,3030
Kolkata,Fog,2,3970
Srinagar,Rain,3,2430
Pune,Rain,5,3940
Dharamshala,Snow,3,1940
Kochi,Clouds,5,3410
Rishikesh & Haridwar,Clouds,2,2220
Vaishno Devi (Katra),Rain,1,1740
Rameswaram,Clear,4,2350
Chennai,Rain,2,5050
Aurangabad,Clear,1,1580
Munnar,Clear,3,3270
Jaipur,Clear,4,4570
Dharamshala,Clear,3,1890
Bengaluru,Clouds,1,3690
Manali,Clear,3,3030
Udaipur,Clear,2,3330
Jaisalmer,Clear,3,3420
Ooty,Clear,3,3160
Hampi,Rain,5,6670
Srinagar,Fog,4,2670
Tirupati,Clear,3,2470
Delhi,Rain,4,6770
Amritsar,Fog,3,3390
Coorg,Rain,5,3880
Manali,Clear,3,3200
Ooty,Clear,1,2470
Shimla,Clear,1,1590
Visakhapatnam,Clear,1,1590
Mathura & Vrindavan,Clouds,4,2740
Manali,Rain,4,4370
Mysuru,Heavy Rain,1,1650
Alleppey,Clouds,5,3190
Rishikesh & Haridwar,Clouds,2,2180
Jodhpur,Clear,4,4620
Jaipur,Storm,2,3610
Udaipur,Rain,4,5350
Visakhapatnam,Storm,4,3080
Madurai,Rain,3,2240
Darjeeling,Fog,5,3290
Jaipur,Clear,5,5420
Rameswaram,Clear,2,1820
Kodaikanal,Clear,5,5250
Kanyakumari,Rain,4,3050
Visakhapatnam,Clear,3,2010
Ayodhya,Clear,1,1720
Ooty,Clear,1,2380
Kodaikanal,Clouds,1,2480
Thiruvananthapuram,Rain,3,2220
Jaisalmer,Storm,4,5440
Shirdi,Clear,5,3630
Amritsar,Clear,4,4470
Varanasi,Clear,5,3120
Pushkar,Clear,5,3350
Mumbai,Heavy Rain,5,3500
Udaipur,Clouds,2,3270
Vaishno Devi (Katra),Fog,2,1790
Ooty,Rain,2,3380
Dwarka,Rain,2,2530
Ahmedabad,Storm,1,1880
Jaipur,Clear,4,4190
Kanyakumari,Clear,1,1540
Ooty,Clear,1,2390
Agra,Clouds,4,4470
Jodhpur,Clear,5,5950
Pune,Clear,5,3440
Shirdi,Rain,5,4340
Srinagar,Clear,3,2080
Pune,Clear,5,3110
Kolkata,Clouds,2,4390
Thiruvananthapuram,Clouds,2,1950
Darjeeling,Clear,2,1940
Prayagraj,Clear,3,2470
Srinagar,Clouds,1,1680
Mumbai,Rain,3,2190
Delhi,Fog,4,6000
Rishikesh & Haridwar,Rain,3,2730
Vijayawada,Clear,1,1410
Aurangabad,Clear,4,2690
Chennai,Rain,3,5330
Kodaikanal,Clear,1,2400
Somnath,Clear,5,3720
Shimla,Rain,2,2150
Hampi,Clear,3,3410
Pushkar,Clouds,2,1800
Ooty,Clouds,2,2880
Rishikesh & Haridwar,Clouds,2,2400
Shirdi,Clear,3,2560
Lucknow,Rain,2,2150
Shirdi,Clear,4,3070
Vijayawada,Rain,2,2210
Ooty,Fog,3,3100
Aurangabad,Clear,2,1800
Shimla,Fog,5,3110
Hampi,Clear,4,4650
Ahmedabad,Clouds,4,2490
Pushkar,Clear,5,3410
Jodhpur,Clear,4,4300
Dwarka,Fog,4,2860
Dharamshala,Rain,5,3640
Statue of Unity (Kevadia),Clouds,2,1910
Bengaluru,Clear,5,7510
Mumbai,Clouds,3,2140
Mathura & Vrindavan,Clear,2,1810
Shimla,Clear,5,3020
Udaipur,Clouds,4,4800
Vaishno Devi (Katra),Clear,1,1570
Jaisalmer,Clear,1,2640
Lucknow,Clear,5,3350
Aurangabad,Clouds,2,1870
Kodaikanal,Clear,3,3430
Munnar,Rain,3,3610
Aurangabad,Rain,1,1720
Coorg,Clouds,5,3180
Ooty,Rain,5,5950
Varanasi,Clear,1,1500
Pune,Clear,2,1900
Mysuru,Clear,3,2120
Udaipur,Heavy Rain,3,4150
Dwarka,Clear,4,2910
Dharamshala,Clear,4,2380
Thiruvananthapuram,Rain,5,3780
Nashik,Clouds,5,3600
Mathura & Vrindavan,Rain,5,3600
Ooty,Clear,1,2400
Varanasi,Clear,5,3240
Vijayawada,Clear,1,1590
Jodhpur,Clear,1,2710
Prayagraj,Clear,4,3190
Mathura & Vrindavan,Rain,1,1750
Prayagraj,Clear,3,2460
Jaipur,Clear,5,6000
Visakhapatnam,Clouds,4,2540
Prayagraj,Clear,2,2170
Jaisalmer,Clear,4,4610
Ayodhya,Clouds,2,2350
Rishikesh & Haridwar,Fog,2,2280
Shirdi,Clear,4,3230
Thiruvananthapuram,Rain,3,2360
Shirdi,Clouds,1,1870
Chennai,Clear,3,4670
Vaishno Devi (Katra),Fog,4,2390
Shirdi,Clear,4,3150
Amritsar,Clouds,2,3290
Ahmedabad,Clouds,5,3580
Udaipur,Heavy Rain,3,4250
Thiruvananthapuram,Rain,4,2780
Madurai,Rain,3,2310
Thiruvananthapuram,Rain,5,3780
Statue of Unity (Kevadia),Rain,4,2740
Dharamshala,Fog,3,2070
Ahmedabad,Clear,2,1850
Srinagar,Clouds,3,1980
Chennai,Clear,1,3320
Ahmedabad,Clear,2,1760
Alleppey,Clear,3,2010
Statue of Unity (Kevadia),Rain,1,1740
Aurangabad,Heavy Rain,2,2210
Darjeeling,Snow,3,2130
Coorg,Clear,1,1580
Mathura & Vrindavan,Heavy Rain,1,1770
Mysuru,Clear,1,1430
Shirdi,Clear,1,1800
Dwarka,Clear,4,2910
Nashik,Clear,5,3370
Madurai,Fog,5,3070
Ayodhya,Storm,1,2260
Ayodhya,Rain,5,4230
Pushkar,Clear,1,1450
Nainital,Clear,4,4250
Nashik,Clear,4,2480
Shirdi,Rain,3,2830
Statue of Unity (Kevadia),Clear,2,1840
Kolkata,Clear,2,4140
Thiruvananthapuram,Clear,1,1440
Pushkar,Clear,5,3120
Bengaluru,Clear,2,4040
Coorg,Clear,4,2380
Chennai,Rain,4,6730
Vaishno Devi (Katra),Clear,5,3400
Delhi,Rain,5,8940
Lucknow,Clouds,1,1610
Vaishno Devi (Katra),Clear,2,1910
Agra,Clear,1,2500
Somnath,Clear,1,1830
Delhi,Rain,5,9250
Shirdi,Fog,2,2090
Kolkata,Rain,4,6930
Mysuru,Clear,4,2490
Ahmedabad,Clouds,4,2800
Kanyakumari,Clouds,1,1560
Udaipur,Clear,5,5850
Munnar,Heavy Rain,3,3500
Pushkar,Clear,2,1890
Dharamshala,Clear,3,2050
Delhi,Rain,3,6050
Jaipur,Clear,5,5700
Goa,Clear,3,3620
Manali,Clear,3,3080
Aurangabad,Clouds,1,1590
Darjeeling,Clear,4,2560
Pune,Clear,3,2040
Dharamshala,Fog,3,1980
Madurai,Clouds,3,2010
Tirupati,Clear,1,1850
Goa,Fog,3,3680
Amritsar,Clouds,3,3820
Vijayawada,Rain,3,2480
Tirupati,Clear,2,2300
Jodhpur,Clouds,1,2680
Mathura & Vrindavan,Clouds,5,3200
Mysuru,Rain,2,1970
Lucknow,Rain,3,2480
Jodhpur,Clear,2,3020
Prayagraj,Rain,1,2170
Manali,Clouds,2,3150
Thiruvananthapuram,Clouds,5,3420
Dharamshala,Fog,2,1730
Mathura & Vrindavan,Rain,5,3550
Pune,Clear,4,2360
Varanasi,Fog,1,1560
Rameswaram,Clouds,5,3600
Ooty,Clouds,3,3210
Pushkar,Clear,1,1420
Shimla,Clear,4,2410
Dharamshala,Rain,2,2030
Munnar,Clear,2,2750
Jodhpur,Storm,1,3380
Rameswaram,Clear,2,1710
Varanasi,Clear,4,2450
Shirdi,Clouds,1,1880
Nainital,Rain,5,5850
Darjeeling,Clear,5,3020
Shimla,Fog,3,2050
Somnath,Clouds,3,2440
Shirdi,Clear,4,2890
Udaipur,Heavy Rain,5,6200
Shimla,Clear,1,1460
Munnar,Fog,5,5000
Statue of Unity (Kevadia),Fog,3,1960
Aurangabad,Clear,4,2480
Mathura & Vrindavan,Clear,2,1880
Lucknow,Clear,3,2010
Amritsar,Clear,5,5480
Darjeeling,Heavy Snow,1,1610
Agra,Clear,3,3530
Alleppey,Rain,2,2080
Rishikesh & Haridwar,Clear,4,3180
Mumbai,Fog,1,1430
Vijayawada,Rain,4,3090
Dwarka,Rain,4,3580
Pushkar,Clear,1,1470
Jaisalmer,Clouds,5,6040
Amritsar,Clear,3,3640
Bengaluru,Rain,4,6910
Darjeeling,Clear,5,3280
Hampi,Clouds,1,2970
Amritsar,Clouds,3,3600
Manali,Clear,5,5210
Darjeeling,Snow,5,3140
Hampi,Rain,4,4890
Nashik,Rain,4,2810
Mumbai,Clear,1,1590
Madurai,Rain,4,2900
Jaipur,Rain,5,6550
Dharamshala,Clear,2,1810
Mathura & Vrindavan,Clear,1,1500
Mathura & Vrindavan,Clear,2,1830
Thiruvananthapuram,Clouds,5,3400
Dharamshala,Clouds,4,2790
Agra,Clear,2,3370
Vaishno Devi (Katra),Clouds,2,1830
Amritsar,Clear,1,2680
Udaipur,Clouds,2,3140
Dwarka,Fog,4,2910
Goa,Rain,2,3820
Shirdi,Rain,1,2130
Aurangabad,Clear,2,1940
Kanyakumari,Rain,2,2060
Vijayawada,Clouds,4,2760
Kolkata,Clear,1,3500
Madurai,Clear,3,2140
Shirdi,Clear,3,2590
Jaipur,Rain,4,4890
Jodhpur,Clear,2,3380
Thiruvananthapuram,Storm,4,3200
Tirupati,Rain,1,2040
Ayodhya,Clear,5,3790
Jodhpur,Clear,1,2630
Pushkar,Clear,5,3430
Somnath,Clear,3,2580
Bengaluru,Clear,2,4170
Nainital,Rain,1,2980
Shirdi,Clouds,1,2010
